Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
78,44,tr|R5UE03|R5UE03_9BACE,371.37,57,44,11,Carbamidomethylation; Oxidation (M),100274,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:702 GN=BN759_01582 PE=4 SV=1
10468,25192,tr|C3WF20|C3WF20_FUSMR,48.78,5,1,1,,40766,Lactaldehyde reductase OS=Fusobacterium mortiferum ATCC 9817 GN=fucO PE=4 SV=1
10468,25407,tr|C3W9F2|C3W9F2_FUSMR,48.78,5,1,1,,41109,Lactaldehyde reductase OS=Fusobacterium mortiferum ATCC 9817 GN=fucO PE=4 SV=1
6234,24859,tr|R5UFI7|R5UFI7_9BACE,48.77,6,2,2,,31814,Uncharacterized protein OS=Bacteroides caccae CAG:21 GN=BN535_00674 PE=4 SV=1
6234,24860,tr|A0A174RXU5|A0A174RXU5_9BACE,48.77,6,2,2,,31814,Domain of Uncharacterised Function (DUF1080) OS=Bacteroides caccae GN=ERS852494_03340 PE=4 SV=1
6234,24861,tr|I9PL23|I9PL23_9BACE,48.77,6,2,2,,31814,Uncharacterized protein OS=Bacteroides caccae CL03T12C61 GN=HMPREF1061_04084 PE=4 SV=1
6234,24862,tr|A5ZJF1|A5ZJF1_9BACE,48.77,6,2,2,,31814,Uncharacterized protein OS=Bacteroides caccae ATCC 43185 GN=BACCAC_03036 PE=4 SV=1
10472,26103,tr|L1MAF9|L1MAF9_9BACT,48.37,4,1,1,,37695,UDP-glucose 4-epimerase OS=Prevotella sp. oral taxon 473 str. F0040 GN=HMPREF9999_02132 PE=3 SV=1
7167,23081,tr|A0A078S223|A0A078S223_BACUN,48.15,1,1,1,,115015,Uncharacterized protein OS=Bacteroides uniformis str. 3978 T3 ii GN=M094_0062 PE=4 SV=1
7167,23082,tr|D2EW49|D2EW49_9BACE,48.15,1,1,1,,115032,Uncharacterized protein OS=Bacteroides sp. D20 GN=HMPREF0969_01298 PE=4 SV=1
7167,23084,tr|R7EPE8|R7EPE8_9BACE,48.15,1,1,1,,115832,Uncharacterized protein OS=Bacteroides uniformis CAG:3 GN=BN594_01065 PE=4 SV=1
7167,23085,tr|A0A174HHC2|A0A174HHC2_BACUN,48.15,1,1,1,,115833,Surface protein OS=Bacteroides uniformis GN=ERS852421_03983 PE=4 SV=1
7167,23086,tr|A0A174PKZ4|A0A174PKZ4_BACUN,48.15,1,1,1,,115931,Surface protein OS=Bacteroides uniformis GN=ERS852462_04180 PE=4 SV=1
7167,23087,tr|A0A139KD76|A0A139KD76_BACUN,48.15,1,1,1,,116007,Uncharacterized protein OS=Bacteroides uniformis GN=HMPREF2141_01077 PE=4 SV=1
7167,23148,tr|A7UYH7|A7UYH7_BACUC,48.15,1,1,1,,114253,Uncharacterized protein OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) GN=BACUNI_00349 PE=4 SV=1
7167,23160,tr|A0A174MVJ6|A0A174MVJ6_BACUN,48.15,1,1,1,,114987,Surface protein OS=Bacteroides uniformis GN=ERS852459_02427 PE=4 SV=1
7167,23161,tr|E5V5R6|E5V5R6_9BACE,48.15,1,1,1,,114987,Uncharacterized protein OS=Bacteroides sp. 4_1_36 GN=HMPREF1007_00099 PE=4 SV=1
7167,23162,tr|A0A174VTL3|A0A174VTL3_BACUN,48.15,1,1,1,,115001,Surface protein OS=Bacteroides uniformis GN=ERS852510_04110 PE=4 SV=1
9017,25313,tr|R5HUK7|R5HUK7_9FIRM,48.09,10,1,1,,16128,Fucose dissimilation pathway protein FucU OS=Ruminococcus sp. CAG:60 GN=BN729_02405 PE=3 SV=1
9017,28318,tr|A0A174X2L6|A0A174X2L6_9FIRM,48.09,10,1,1,,16185,L-fucose mutarotase OS=[Ruminococcus] torques GN=fucU_2 PE=3 SV=1
9017,31123,tr|R7DFF0|R7DFF0_9FIRM,48.09,10,1,1,,16459,RbsD/FucU transport family protein OS=Ruminococcus obeum CAG:39 GN=BN639_00250 PE=3 SV=1
9017,31124,tr|R7CPR9|R7CPR9_9FIRM,48.09,10,1,1,,16416,Fucose transporter OS=Ruminococcus sp. CAG:9 GN=BN806_00566 PE=3 SV=1
9017,31125,tr|C6JHU3|C6JHU3_9FIRM,48.09,10,1,1,,16416,Uncharacterized protein OS=Ruminococcus sp. 5_1_39BFAA GN=RSAG_03510 PE=3 SV=1
9017,31126,tr|D4LNS7|D4LNS7_9FIRM,48.09,10,1,1,,16521,Fucose dissimilation pathway protein FucU OS=Ruminococcus sp. SR1/5 GN=CK1_37900 PE=3 SV=1
9017,31127,tr|R5NLB0|R5NLB0_9FIRM,48.09,10,1,1,,16522,Fucose dissimilation pathway protein FucU OS=Ruminococcus sp. CAG:17 GN=BN514_02191 PE=3 SV=1
9017,31128,tr|R7GTL0|R7GTL0_9FIRM,48.09,10,1,1,,16521,Fucose dissimilation pathway protein FucU OS=Ruminococcus sp. CAG:90 GN=BN807_01768 PE=3 SV=1
9633,24845,tr|G1VAT7|G1VAT7_9BACT,48.07,3,1,1,,53634,Uncharacterized protein OS=Prevotella sp. C561 GN=HMPREF0666_00520 PE=4 SV=1
9633,31129,tr|A0A1B1IBT4|A0A1B1IBT4_9BACT,48.07,3,1,1,,53591,Cytosol nonspecific dipeptidase OS=Prevotella scopos JCM 17725 GN=AXF22_12365 PE=4 SV=1
9633,31130,tr|D9RVT6|D9RVT6_PREMB,48.07,3,1,1,,53509,Xaa-His dipeptidase OS=Prevotella melaninogenica (strain ATCC 25845 / DSM 7089 / JCM 6325 / VPI 2381 / B282) GN=pepD PE=4 SV=1
9633,31131,tr|X6PXH1|X6PXH1_9BACT,48.07,3,1,1,,53509,Xaa-His dipeptidase OS=Prevotella sp. ICM33 GN=pepD_2 PE=4 SV=1
9633,31132,tr|D3I4R6|D3I4R6_9BACT,48.07,3,1,1,,53494,Xaa-His dipeptidase OS=Prevotella melaninogenica D18 GN=pepD PE=4 SV=1
10602,31181,tr|R6B3T6|R6B3T6_9BACT,48.04,2,1,1,,54205,Glycoside hydrolase family 29 (Alpha-L-fucosidase) OS=Prevotella sp. CAG:604 GN=BN731_00937 PE=4 SV=1
7524,29454,tr|R5SD48|R5SD48_9BACE,47.95,10,1,1,,18002,NADH dehydrogenase I subunit I OS=Bacteroides sp. CAG:661 GN=BN750_00641 PE=4 SV=1
7524,31116,tr|R5CDG2|R5CDG2_9BACE,47.95,10,1,1,,18136,NADH dehydrogenase I subunit I OS=Bacteroides sp. CAG:598 GN=BN727_02498 PE=4 SV=1
6742,31111,tr|W4UR48|W4UR48_9BACE,47.76,13,1,1,,8302,ATP synthase subunit c OS=Bacteroides reticulotermitis JCM 10512 GN=JCM10512_1691 PE=4 SV=1
8716,31150,tr|R6HQP0|R6HQP0_9FIRM,47.58,20,1,1,,9913,30S ribosomal protein S16 OS=Phascolarctobacterium sp. CAG:266 GN=rpsP PE=3 SV=1
8717,31266,tr|R7PEC5|R7PEC5_9BACT,46.70,2,1,1,,41282,Mucin-desulfating sulfatase OS=Prevotella sp. CAG:617 GN=BN736_00604 PE=4 SV=1
6917,27221,tr|L1MHN2|L1MHN2_9BACT,46.11,2,1,1,,76818,Pullulanase  type I OS=Prevotella sp. oral taxon 473 str. F0040 GN=HMPREF9999_01231 PE=3 SV=1
8225,28167,tr|D4KGD5|D4KGD5_9FIRM,45.91,5,1,1,,34827,L-lactate dehydrogenase OS=Megamonas hypermegale ART12/1 GN=MHY_00870 PE=3 SV=1
8225,28168,tr|H3KA70|H3KA70_9FIRM,45.91,5,1,1,,34827,L-lactate dehydrogenase OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_02143 PE=3 SV=1
8225,28169,tr|R6MQW4|R6MQW4_9FIRM,45.91,5,1,1,,34827,L-lactate dehydrogenase OS=Megamonas funiformis CAG:377 GN=BN632_00859 PE=3 SV=1
6459,31175,tr|R6HE12|R6HE12_9FIRM,45.66,16,1,1,,12107,Biotin/lipoyl attachment domain-containing protein OS=Phascolarctobacterium sp. CAG:266 GN=BN574_00321 PE=4 SV=1
8182,25370,tr|A7B2D5|A7B2D5_RUMGN,45.43,3,1,1,,51737,Adenylosuccinate lyase OS=Ruminococcus gnavus ATCC 29149 GN=RUMGNA_01713 PE=3 SV=1
8182,25371,tr|R5UG10|R5UG10_9FIRM,45.43,3,1,1,,53879,Adenylosuccinate lyase OS=Ruminococcus gnavus CAG:126 GN=BN481_00598 PE=3 SV=1
8182,25372,tr|A0A174Z5T8|A0A174Z5T8_9FIRM,45.43,3,1,1,,53966,Adenylosuccinate lyase OS=[Ruminococcus] torques GN=purB PE=3 SV=1
8182,25373,tr|R6NSV4|R6NSV4_9FIRM,45.43,3,1,1,,53950,Adenylosuccinate lyase OS=Ruminococcus sp. CAG:55 GN=BN703_00826 PE=3 SV=1
8182,25374,tr|A0A174Y5S1|A0A174Y5S1_9FIRM,45.43,3,1,1,,53950,Adenylosuccinate lyase OS=[Ruminococcus] torques GN=purB PE=3 SV=1
8182,25375,tr|A0A174AHH6|A0A174AHH6_RUMGN,45.43,3,1,1,,53879,Adenylosuccinate lyase OS=Ruminococcus gnavus GN=purB PE=3 SV=1
8182,25376,tr|V8BPR9|V8BPR9_RUMGN,45.43,3,1,1,,53879,Adenylosuccinate lyase OS=Ruminococcus gnavus CC55_001C GN=HMPREF1201_02598 PE=3 SV=1
8182,25377,tr|D4M4Y1|D4M4Y1_9FIRM,45.43,3,1,1,,53950,Adenylosuccinate lyase OS=Ruminococcus torques L2-14 GN=RTO_17220 PE=3 SV=1
8182,28310,tr|A5KKK4|A5KKK4_9FIRM,45.43,3,1,1,,51940,Adenylosuccinate lyase OS=Ruminococcus torques ATCC 27756 GN=purB PE=3 SV=1
8182,28311,tr|A0A173Z7U1|A0A173Z7U1_9FIRM,45.43,3,1,1,,54082,Adenylosuccinate lyase OS=[Ruminococcus] torques GN=purB PE=3 SV=1
8182,28312,tr|R5QY99|R5QY99_9FIRM,45.43,3,1,1,,54082,Adenylosuccinate lyase OS=Ruminococcus torques CAG:61 GN=BN734_01152 PE=3 SV=1
6114,23641,tr|A0A174TQK4|A0A174TQK4_9FIRM,45.43,1,1,1,,108146,Methionine synthase OS=[Ruminococcus] torques GN=metH_1 PE=4 SV=1
6116,25071,tr|R7LVJ6|R7LVJ6_9FUSO,44.66,2,1,1,,58281,Phosphoenolpyruvate carboxykinase [ATP] OS=Fusobacterium sp. CAG:815 GN=pckA PE=3 SV=1
11821,31193,tr|F3PIC5|F3PIC5_9BACE,44.02,3,1,1,,41273,Lactaldehyde reductase OS=Bacteroides clarus YIT 12056 GN=HMPREF9445_01767 PE=4 SV=1
7084,31225,tr|A0A173UKP5|A0A173UKP5_9FIRM,43.77,6,1,1,,14375,Uncharacterised protein OS=Faecalibacterium prausnitzii GN=ERS852582_02139 PE=4 SV=1
7084,31226,tr|E2ZKV3|E2ZKV3_9FIRM,43.77,6,1,1,,14375,Uncharacterized protein OS=Faecalibacterium cf. prausnitzii KLE1255 GN=HMPREF9436_02306 PE=4 SV=1
7084,31227,tr|A0A174AGE5|A0A174AGE5_9FIRM,43.77,6,1,1,,14391,Uncharacterised protein OS=Faecalibacterium prausnitzii GN=ERS852426_01600 PE=4 SV=1
7084,31228,tr|D4K873|D4K873_9FIRM,43.77,6,1,1,,14375,Uncharacterized protein OS=Faecalibacterium prausnitzii SL3/3 GN=FPR_06530 PE=4 SV=1
8926,24549,tr|A0A139K8L7|A0A139K8L7_BACUN,43.30,1,1,1,,114261,TonB-dependent receptor plug domain protein OS=Bacteroides uniformis GN=HMPREF2141_01950 PE=3 SV=1
8926,24550,tr|R7EP83|R7EP83_9BACE,43.30,1,1,1,,114261,Uncharacterized protein OS=Bacteroides uniformis CAG:3 GN=BN594_01023 PE=3 SV=1
8926,24733,tr|A0A173ZZ83|A0A173ZZ83_BACUN,43.30,1,1,1,,112533,TonB-dependent receptor plug OS=Bacteroides uniformis GN=ERS417307_00147 PE=3 SV=1
8926,24734,tr|I8ZKS3|I8ZKS3_BACUN,43.30,1,1,1,,112533,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides uniformis CL03T12C37 GN=HMPREF1073_02758 PE=3 SV=1
8926,25409,tr|D2EY98|D2EY98_9BACE,43.30,1,1,1,,112528,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides sp. D20 GN=HMPREF0969_02047 PE=3 SV=1
8926,25410,tr|R9I434|R9I434_BACUN,43.30,1,1,1,,112538,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides uniformis dnLKV2 GN=C801_00834 PE=3 SV=1
8926,25411,tr|A7V867|A7V867_BACUC,43.30,1,1,1,,114162,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) GN=BACUNI_03784 PE=3 SV=1
8926,27977,tr|A0A078S7N3|A0A078S7N3_BACUN,43.30,1,1,1,,112666,TonB-linked outer membrane  SusC/RagA family protein OS=Bacteroides uniformis str. 3978 T3 ii GN=M094_4012 PE=3 SV=1
11820,31184,tr|R5KCS2|R5KCS2_9BACT,42.96,1,1,1,,110463,Putative cell surface protein OS=Prevotella sp. CAG:1124 GN=BN467_01305 PE=4 SV=1
8526,27913,tr|A0A1C7H3U3|A0A1C7H3U3_9BACE,42.65,5,1,1,,37465,Phosphate ABC transporter substrate-binding protein PstS OS=Bacteroides sp. I48 GN=A4V03_13565 PE=4 SV=1
6740,28139,tr|R6E546|R6E546_9BACT,42.35,4,1,1,,21086,Elongation factor P OS=Prevotella sp. CAG:1320 GN=efp PE=3 SV=1
6740,28140,tr|R6X1L3|R6X1L3_9BACT,42.35,4,1,1,,21036,Elongation factor P OS=Prevotella sp. CAG:474 GN=efp PE=3 SV=1
11822,31275,tr|I9FIY8|I9FIY8_9BACE,41.84,5,1,1,,17829,Uncharacterized protein OS=Bacteroides dorei CL03T12C01 GN=HMPREF1065_04049 PE=3 SV=1
11822,31276,tr|D1K915|D1K915_9BACE,41.84,5,1,1,,17829,Uncharacterized protein OS=Bacteroides sp. 3_1_33FAA GN=HMPREF0105_4107 PE=3 SV=1
11822,31277,tr|R9I6B7|R9I6B7_9BACE,41.84,5,1,1,,17801,Uncharacterized protein OS=Bacteroides massiliensis dnLKV3 GN=C802_02842 PE=3 SV=1
11822,31278,tr|I8VGL9|I8VGL9_9BACE,41.84,5,1,1,,17829,Uncharacterized protein OS=Bacteroides dorei CL02T12C06 GN=HMPREF1064_04915 PE=3 SV=1
11822,31279,tr|C3REK6|C3REK6_9BACE,41.84,5,1,1,,17829,Uncharacterized protein OS=Bacteroides dorei 5_1_36/D4 GN=BSEG_03606 PE=3 SV=1
11822,31280,tr|A0A076J5A3|A0A076J5A3_9BACE,41.84,5,1,1,,17829,Biopolymer transporter ExbD OS=Bacteroides dorei GN=EL88_17550 PE=3 SV=1
11822,31281,tr|A0A0M1W7D4|A0A0M1W7D4_9BACE,41.84,5,1,1,,17815,Uncharacterized protein OS=Bacteroides sp. 9_1_42FAA GN=BSBG_03879 PE=3 SV=1
11822,31282,tr|B6W0Q9|B6W0Q9_9BACE,41.84,5,1,1,,17829,Putative uncharacterized protein OS=Bacteroides dorei DSM 17855 GN=BACDOR_03117 PE=3 SV=1
7036,31230,tr|R6ZMN7|R6ZMN7_9BACE,41.71,3,1,1,Carbamidomethylation,32983,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01900 PE=4 SV=1
7379,28957,tr|R7P9S5|R7P9S5_9BACT,41.59,3,1,1,,38119,UDP-glucose 4-epimerase OS=Prevotella sp. CAG:617 GN=BN736_00390 PE=3 SV=1
7601,31451,tr|D4K573|D4K573_9FIRM,41.36,2,1,1,,43206,AICAR transformylase/IMP cyclohydrolase PurH (Only IMP cyclohydrolase domain in Aful) OS=Faecalibacterium prausnitzii SL3/3 GN=FPR_25990 PE=4 SV=1
11091,31269,tr|R6QFJ9|R6QFJ9_9FIRM,41.33,5,1,1,,22696,Uncharacterized protein OS=Faecalibacterium sp. CAG:82 GN=BN792_01830 PE=4 SV=1
11091,31270,tr|C7H188|C7H188_9FIRM,41.33,5,1,1,,22837,Uncharacterized protein OS=Faecalibacterium prausnitzii A2-165 GN=FAEPRAA2165_00026 PE=4 SV=1
11091,31271,tr|A0A173XBG8|A0A173XBG8_9FIRM,41.33,5,1,1,,23163,Cytidylate kinase OS=Faecalibacterium prausnitzii GN=ERS852426_00587 PE=4 SV=1
9101,25149,tr|U2MNX7|U2MNX7_9BACT,40.75,1,1,1,,112608,TonB-linked outer membrane protein  SusC/RagA family OS=Prevotella pleuritidis F0068 GN=HMPREF1218_0900 PE=4 SV=1
7920,27796,tr|R5DRN2|R5DRN2_9FIRM,40.69,3,1,1,,49091,Carbohydrate ABC transporter substrate-binding protein CUT1 family (TC 3.A.1.1.-) OS=Ruminococcus sp. CAG:108 GN=BN462_01825 PE=4 SV=1
7920,27797,tr|D4L8W3|D4L8W3_9FIRM,40.69,3,1,1,,49232,Carbohydrate ABC transporter substrate-binding protein  CUT1 family (TC 3.A.1.1.-) OS=Ruminococcus bromii L2-63 GN=RBR_18950 PE=4 SV=1
8403,29443,tr|U7TZ79|U7TZ79_FUSNU,39.43,10,1,1,Carbamidomethylation,27883,Uncharacterized protein OS=Fusobacterium nucleatum CTI-6 GN=HMPREF1767_00180 PE=3 SV=1
8403,29444,tr|A0A0D6G4R5|A0A0D6G4R5_FUSNP,39.43,10,1,1,Carbamidomethylation,27883,Enoyl-CoA hydratase OS=Fusobacterium nucleatum subsp. polymorphum GN=RN93_04990 PE=3 SV=1
8403,29445,tr|X7S4H4|X7S4H4_FUSNU,39.43,10,1,1,Carbamidomethylation,27883,Uncharacterized protein OS=Fusobacterium nucleatum 13_3C GN=HMPREF2085_01042 PE=3 SV=1
8403,29446,tr|A5TUL7|A5TUL7_FUSNP,39.43,10,1,1,Carbamidomethylation,27883,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium nucleatum subsp. polymorphum ATCC 10953 GN=FNP_0790 PE=3 SV=1
8403,31325,tr|J8VIS3|J8VIS3_9FUSO,39.43,10,1,1,Carbamidomethylation,28019,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium hwasookii ChDC F128 GN=B437_04635 PE=3 SV=1
8403,31326,tr|A0A0S2ZP10|A0A0S2ZP10_9FUSO,39.43,10,1,1,Carbamidomethylation,28019,Enoyl-CoA hydratase OS=Fusobacterium hwasookii ChDC F174 GN=RN87_08040 PE=3 SV=1
8403,31327,tr|A0A0S2ZFG0|A0A0S2ZFG0_9FUSO,39.43,10,1,1,Carbamidomethylation,28033,Enoyl-CoA hydratase OS=Fusobacterium hwasookii ChDC F300 GN=RN97_04090 PE=3 SV=1
8403,31328,tr|G6C5N4|G6C5N4_9FUSO,39.43,10,1,1,Carbamidomethylation,27787,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium sp. oral taxon 370 str. F0437 GN=HMPREF9093_01881 PE=3 SV=1
8403,31329,tr|X8HAM6|X8HAM6_9FUSO,39.43,10,1,1,Carbamidomethylation,27951,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium sp. CM22 GN=crt PE=3 SV=1
8403,31330,tr|D4CYJ9|D4CYJ9_9FUSO,39.43,10,1,1,Carbamidomethylation,27854,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium periodonticum ATCC 33693 GN=crt PE=3 SV=1
11824,31293,tr|D4K520|D4K520_9FIRM,39.43,3,1,1,,40392,ABC-type spermidine/putrescine transport systems  ATPase components OS=Faecalibacterium prausnitzii L2-6 GN=FP2_10640 PE=3 SV=1
6868,24521,tr|R6U9K1|R6U9K1_9FIRM,39.14,2,1,1,,36625,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:57 GN=purM PE=3 SV=1
6868,24522,tr|W0U8L4|W0U8L4_9FIRM,39.14,2,1,1,,36625,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus bicirculans GN=purM PE=3 SV=1
6868,28934,tr|R6VTR8|R6VTR8_9FIRM,39.14,2,1,1,,36639,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:382 GN=purM PE=3 SV=1
6868,29241,tr|W7UMC2|W7UMC2_RUMFL,39.14,2,1,1,,36840,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus flavefaciens 007c GN=purM PE=3 SV=1
6868,31467,tr|A0A173VI18|A0A173VI18_9FIRM,39.14,2,1,1,,36348,Phosphoribosylformylglycinamidine cyclo-ligase OS=[Ruminococcus] torques GN=purM_1 PE=3 SV=1
6868,31471,tr|R6CL66|R6CL66_9FIRM,39.14,2,1,1,,36380,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:579 GN=purM PE=3 SV=1
6868,31472,tr|R7AY83|R7AY83_9FIRM,39.14,2,1,1,,36445,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:379 GN=purM PE=3 SV=1
6868,31473,tr|R7FE73|R7FE73_9FIRM,39.14,2,1,1,,36495,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:330 GN=purM PE=3 SV=1
6868,31475,tr|R5YTA5|R5YTA5_9FIRM,39.14,2,1,1,,36683,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:488 GN=purM PE=3 SV=1
6868,31476,tr|R6EG95|R6EG95_9FIRM,39.14,2,1,1,,36655,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:563 GN=purM PE=3 SV=1
6868,31477,tr|R6I835|R6I835_9FIRM,39.14,2,1,1,,36879,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:177 GN=purM PE=3 SV=1
6147,31296,tr|R7II37|R7II37_9FIRM,38.93,6,1,1,,15085,50S ribosomal protein L11 OS=Faecalibacterium sp. CAG:74 GN=rplK PE=3 SV=1
7597,31283,tr|R5QFR4|R5QFR4_9FIRM,38.87,3,1,1,,44014,Glucose-1-phosphate adenylyltransferase OS=Ruminococcus sp. CAG:724 GN=glgC PE=3 SV=1
10464,24975,tr|C6JKT4|C6JKT4_FUSVA,38.50,6,1,1,,27555,3-hydroxybutyryl-CoA dehydratase OS=Fusobacterium varium ATCC 27725 GN=crt PE=3 SV=1
10464,24976,tr|V9HAG6|V9HAG6_9FUSO,38.50,6,1,1,,27554,Uncharacterized protein OS=Fusobacterium ulcerans ATCC 49185 GN=FUAG_01718 PE=3 SV=1
10464,24977,tr|H1PU53|H1PU53_9FUSO,38.50,6,1,1,,27554,Uncharacterized protein OS=Fusobacterium ulcerans 12-1B GN=HMPREF0402_01946 PE=3 SV=1
6593,24726,tr|D4K0T7|D4K0T7_9FIRM,38.44,2,1,1,Carbamidomethylation,60269,Acetolactate synthase OS=Faecalibacterium prausnitzii L2-6 GN=FP2_25730 PE=3 SV=1
10013,27329,tr|C3WAG1|C3WAG1_FUSMR,38.41,2,1,1,,43668,Glucose-1-phosphate adenylyltransferase  GlgD subunit OS=Fusobacterium mortiferum ATCC 9817 GN=glgD PE=4 SV=1
7598,31309,tr|R5M2Q2|R5M2Q2_9BACT,38.37,1,1,1,,79727,Peptidyl-prolyl cis-trans isomerase OS=Prevotella sp. CAG:1185 GN=BN473_00609 PE=4 SV=1
11823,31289,tr|W7UTV3|W7UTV3_RUMFL,38.19,4,1,1,,42693,S-adenosylmethionine synthase OS=Ruminococcus flavefaciens 007c GN=metK PE=3 SV=1
7025,29012,tr|R5SEA8|R5SEA8_9BACE,37.97,5,1,1,,18048,30S ribosomal protein S5 OS=Bacteroides sp. CAG:545 GN=rpsE PE=3 SV=1
7025,29124,tr|R6U5V1|R6U5V1_9BACE,37.97,5,1,1,,18152,30S ribosomal protein S5 OS=Bacteroides sp. CAG:770 GN=rpsE PE=3 SV=1
11827,31399,tr|E5VCL7|E5VCL7_9BACE,36.76,6,1,1,Carbamidomethylation,24580,ABC transporter OS=Bacteroides sp. 4_1_36 GN=HMPREF1007_02501 PE=4 SV=1
11827,31400,tr|R7ENT0|R7ENT0_9BACE,36.76,6,1,1,Carbamidomethylation,24608,ABC transporter OS=Bacteroides uniformis CAG:3 GN=BN594_00471 PE=4 SV=1
8350,25474,tr|R7CFP0|R7CFP0_9FIRM,36.43,4,1,1,,33059,Acetyl-CoA decarbonylase/synthase complex subunit delta OS=Ruminococcus sp. CAG:9 GN=BN806_01430 PE=4 SV=1
8350,28616,tr|C6J8K5|C6J8K5_9FIRM,36.43,4,1,1,,33049,Uncharacterized protein OS=Ruminococcus sp. 5_1_39BFAA GN=RSAG_00614 PE=4 SV=1
10469,25205,tr|R5DS57|R5DS57_9FIRM,36.27,2,1,1,,63760,ABC-type multidrug transport system ATPase and permease components OS=Ruminococcus sp. CAG:108 GN=BN462_00823 PE=4 SV=1
11828,31418,tr|R5C546|R5C546_9BACE,35.47,13,1,1,,8296,ATP synthase subunit c OS=Bacteroides sp. CAG:598 GN=BN727_02436 PE=4 SV=1
7602,31462,tr|C3WFU0|C3WFU0_FUSMR,35.38,11,1,1,,9474,50S ribosomal protein L28 OS=Fusobacterium mortiferum ATCC 9817 GN=rpmB PE=3 SV=1
9634,25006,tr|A0A108T7U6|A0A108T7U6_BACSE,34.72,4,1,1,,41684,Peptide chain release factor 1 OS=Bacteroides stercoris GN=prfA PE=3 SV=1
9634,25007,tr|B0NVS6|B0NVS6_BACSE,34.72,4,1,1,,41670,Peptide chain release factor 1 OS=Bacteroides stercoris ATCC 43183 GN=prfA PE=3 SV=1
9634,27510,tr|R5K838|R5K838_9BACE,34.72,4,1,1,,41704,Peptide chain release factor 1 OS=Bacteroides eggerthii CAG:109 GN=prfA PE=3 SV=1
9634,28853,tr|R6LLM6|R6LLM6_9BACE,34.72,4,1,1,,41645,Peptide chain release factor 1 OS=Bacteroides clarus CAG:160 GN=prfA PE=3 SV=1
7603,31553,tr|F9D1Z1|F9D1Z1_PREDD,34.45,1,1,1,,77635,RagB/SusD family protein OS=Prevotella dentalis (strain ATCC 49559 / DSM 3688 / JCM 13448 / NCTC 12043 / ES 2772) GN=Prede_1000 PE=4 SV=1
9230,25104,tr|F0R823|F0R823_BACSH,33.85,1,1,1,,108216,Uncharacterized protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_2445 PE=4 SV=1
9632,24803,tr|J8VGA4|J8VGA4_9FUSO,33.65,6,1,1,,27557,Triosephosphate isomerase OS=Fusobacterium hwasookii ChDC F128 GN=tpiA PE=3 SV=1
9632,24804,tr|S4VL97|S4VL97_9FUSO,33.65,6,1,1,,27539,Triosephosphate isomerase (Fragment) OS=Fusobacterium hwasookii ChDC F174 GN=tpi PE=3 SV=1
9632,24971,tr|S4VSJ8|S4VSJ8_9FUSO,33.65,6,1,1,,27453,Triosephosphate isomerase (Fragment) OS=Fusobacterium hwasookii ChDC F300 GN=tpi PE=3 SV=1
9632,24972,tr|D4CVV3|D4CVV3_9FUSO,33.65,6,1,1,,27398,Triosephosphate isomerase OS=Fusobacterium periodonticum ATCC 33693 GN=tpiA PE=3 SV=1
9632,26925,tr|X7SAJ5|X7SAJ5_FUSNU,33.65,6,1,1,,27545,Triosephosphate isomerase OS=Fusobacterium nucleatum 13_3C GN=tpiA PE=3 SV=1
9632,28783,tr|G6C1P7|G6C1P7_9FUSO,33.65,6,1,1,,27370,Triosephosphate isomerase OS=Fusobacterium sp. oral taxon 370 str. F0437 GN=tpiA PE=3 SV=1
