Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,A1 Area,A2 Area,A3 Area,1 Area,B1 Area,B2 Area,Sample Profile (Ratio),A Area,B Area,Group Profile (Ratio),Avg. Mass,Description
1840,13931,tr|A0A150Y5Y8|A0A150Y5Y8_9FIRM,0.22,15,4,1,Carbamidomethylation; Oxidation (M),2.9E6,2.24E6,4.17E6,3.3E6,4.01E6,3.14E6,1.29:1.00:1.86:1.48:1.79:1.40,3.1E6,3.48E6,1.00:1.12,41190,Sugar ABC transporter ATP-binding protein OS=Ruminococcus sp. DSM 100440 GN=AXF09_12655 PE=3 SV=1
5066,16522,tr|R5NK41|R5NK41_9FIRM,0.22,10,3,1,Carbamidomethylation,2.39E6,2.78E6,1.46E6,1.41E6,2.59E6,1.59E6,0.86:1.00:0.52:0.51:0.93:0.57,2.21E6,1.86E6,1.00:0.84,42121,Acetate kinase OS=Ruminococcus sp. CAG:17 GN=ackA PE=3 SV=1
2068,8409,tr|D4K0R7|D4K0R7_9FIRM,0.22,29,7,1,Carbamidomethylation,1.69E6,1.68E6,2.97E6,8.83E5,2.48E6,2.27E6,1.01:1.00:1.77:0.53:1.48:1.35,1.94E6,1.88E6,1.00:0.97,30388,Fructose-1 6-bisphosphate aldolase  class II  various bacterial and amitochondriate protist OS=Faecalibacterium prausnitzii L2-6 GN=FP2_25510 PE=3 SV=1
3731,10809,tr|R5BN52|R5BN52_9BACE,0.22,39,6,4,Carbamidomethylation,3.67E6,3.47E6,1.15E6,4.6E6,1.38E6,2.82E6,1.06:1.00:0.33:1.33:0.40:0.81,2.65E6,2.93E6,1.00:1.11,22210,50S ribosomal protein L3 OS=Bacteroides sp. CAG:1060 GN=rplC PE=3 SV=1
2616,10710,tr|R5AZN0|R5AZN0_9BACE,0.22,11,5,1,,1.72E6,2.08E6,1.18E6,3.23E6,-,7.29E5,0.83:1.00:0.57:1.55:-:0.35,1.66E6,1.98E6,1.00:1.19,67272,30S ribosomal protein S1 OS=Bacteroides sp. CAG:927 GN=BN813_00060 PE=4 SV=1
219,2991,tr|A8S8B8|A8S8B8_9FIRM,0.22,50,14,1,Carbamidomethylation; Oxidation (M),1.63E6,2.87E6,3.6E5,3.08E6,9.11E5,1.77E6,0.57:1.00:0.13:1.08:0.32:0.62,1.62E6,1.92E6,1.00:1.19,36903,Glyceraldehyde-3-phosphate dehydrogenase OS=Faecalibacterium prausnitzii M21/2 GN=gap PE=3 SV=1
4962,12846,tr|B5CZ08|B5CZ08_BACPM,0.22,8,5,4,,9.07E6,4.51E6,3.04E6,8.66E6,3.85E6,3.22E6,2.01:1.00:0.67:1.92:0.85:0.71,4.53E6,5.24E6,1.00:1.16,83575,Putative glycosyl hydrolase family 10 OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=BACPLE_01965 PE=4 SV=1
4175,10208,tr|I9A5I5|I9A5I5_BACVU,0.22,24,8,1,Carbamidomethylation,1.51E6,7.46E5,7.62E5,1.33E6,8.79E5,3.04E5,2.02:1.00:1.02:1.78:1.18:0.41,1.01E6,8.38E5,1.00:0.83,38166,Ketol-acid reductoisomerase OS=Bacteroides vulgatus CL09T03C04 GN=HMPREF1058_00514 PE=3 SV=1
6486,28593,tr|R6X490|R6X490_9FIRM,0.22,12,1,1,,2.47E5,1.47E6,0,7.28E5,6.85E5,0,0.17:1.00:0:0.50:0.47:0,5.71E5,4.71E5,1.00:0.83,13816,30S ribosomal protein S11 OS=Phascolarctobacterium succinatutens CAG:287 GN=rpsK PE=3 SV=1
2507,4304,tr|R5CAR4|R5CAR4_9BACE,0.22,25,13,1,Carbamidomethylation,1.32E6,1.97E6,1.19E6,2.06E6,1.2E6,1.78E6,0.67:1.00:0.60:1.05:0.61:0.90,1.49E6,1.68E6,1.00:1.12,75014,Glucosamine-6-phosphate deaminase OS=Bacteroides sp. CAG:598 GN=BN727_02629 PE=3 SV=1
5259,20079,tr|A0A173TE86|A0A173TE86_9FIRM,0.22,3,2,1,,2.07E6,2.14E6,2.56E6,3.51E6,2.91E6,1.12E6,0.97:1.00:1.20:1.64:1.36:0.52,2.26E6,2.51E6,1.00:1.11,77524,Elongation factor G OS=[Ruminococcus] torques GN=fusA_1 PE=4 SV=1
4503,14965,tr|D4K872|D4K872_9FIRM,0.22,11,5,5,,4.08E6,6.07E6,4.09E6,4.3E6,5.95E6,3.2E6,0.67:1.00:0.67:0.71:0.98:0.53,4.75E6,4.51E6,1.00:0.95,48802,Glucose-6-phosphate isomerase OS=Faecalibacterium prausnitzii SL3/3 GN=pgi PE=3 SV=1
5540,19106,tr|R7MH60|R7MH60_9FIRM,0.21,9,3,1,Carbamidomethylation,1.03E6,8.34E5,1.03E6,4.33E5,-,1.18E6,1.24:1.00:1.24:0.52:-:1.42,9.67E5,8.07E5,1.00:0.84,69219,NADH:ubiquinone oxidoreductase NADH-binding (51 kD) subunit OS=Ruminococcus sp. CAG:624 GN=BN739_00435 PE=4 SV=1
2186,2685,tr|R6YJ30|R6YJ30_9BACE,0.21,25,14,1,Carbamidomethylation,1.67E5,4.88E5,7.16E5,0,9.23E5,7.27E5,0.34:1.00:1.47:0:1.89:1.49,4.57E5,5.5E5,1.00:1.20,77831,Glutamate synthase (NADPH) homotetrameric OS=Bacteroides sp. CAG:714 GN=BN762_00115 PE=4 SV=1
6609,30927,tr|H3K5U8|H3K5U8_9FIRM,0.21,10,1,1,,0,0,1.87E6,0,1.56E6,0,0:0:1.00:0:0.83:0,6.24E5,5.19E5,1.00:0.83,13531,Uncharacterized protein OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_00621 PE=4 SV=1
621,6789,tr|I8ZSW2|I8ZSW2_BACVU,0.21,56,11,2,Carbamidomethylation; Oxidation (M),1.65E7,1.81E7,1.27E7,9.28E6,1.62E7,1.98E7,0.92:1.00:0.70:0.51:0.90:1.10,1.58E7,1.51E7,1.00:0.96,21899,50S ribosomal protein L3 OS=Bacteroides vulgatus CL09T03C04 GN=rplC PE=3 SV=1
6419,25891,tr|R7D516|R7D516_9FIRM,0.21,7,2,1,,7.05E5,1.48E6,4.63E6,-,3E6,2.37E6,0.48:1.00:3.13:-:2.02:1.60,2.27E6,2.68E6,1.00:1.18,57246,Ser/Thr protein phosphatase OS=Ruminococcus obeum CAG:39 GN=BN639_00759 PE=4 SV=1
2849,4133,tr|I8UXG2|I8UXG2_9BACE,0.21,43,12,1,Carbamidomethylation,1.52E6,1.56E6,0,3.67E6,0,0,0.98:1.00:0:2.36:0:0,1.03E6,1.22E6,1.00:1.19,37465,DNA-directed RNA polymerase subunit alpha OS=Bacteroides caccae CL03T12C61 GN=rpoA PE=3 SV=1
1300,6813,tr|R6FGC5|R6FGC5_9BACE,0.21,56,11,1,Carbamidomethylation; Oxidation (M),2.53E6,1.65E6,1.29E6,1.95E6,1.51E6,2.66E6,1.53:1.00:0.79:1.19:0.92:1.61,1.82E6,2.04E6,1.00:1.12,21800,50S ribosomal protein L3 OS=Bacteroides sp. CAG:633 GN=rplC PE=3 SV=1
1685,2885,tr|R6G5T4|R6G5T4_9BACE,0.21,43,15,1,Carbamidomethylation,1.3E6,0,0,1.07E6,0,0,1.00:0:0:0.83:0:0,4.33E5,3.58E5,1.00:0.83,42996,Galactokinase OS=Bacteroides sp. CAG:633 GN=BN744_00959 PE=3 SV=1
3453,10981,tr|E2ZFC0|E2ZFC0_9FIRM,0.21,55,6,5,Carbamidomethylation,6.9E6,7.93E6,1.3E7,3.87E6,1.4E7,1.11E7,0.87:1.00:1.65:0.49:1.77:1.40,9.29E6,9.66E6,1.00:1.04,17065,30S ribosomal protein S5 OS=Faecalibacterium cf. prausnitzii KLE1255 GN=rpsE PE=3 SV=1
2072,5117,tr|R5SCX3|R5SCX3_9BACE,0.21,33,10,2,Carbamidomethylation; Oxidation (M),5.37E5,1.88E6,0,2.12E6,0,1.19E5,0.29:1.00:0:1.13:0:0.06,8.05E5,7.48E5,1.00:0.93,36064,Glyceraldehyde-3-phosphate dehydrogenase OS=Bacteroides sp. CAG:545 GN=BN702_00803 PE=3 SV=1
1451,10151,tr|R5FWU7|R5FWU7_9FIRM,0.21,28,8,1,,3.41E6,3.48E6,2.15E6,3.21E6,2.99E6,1.98E6,0.98:1.00:0.62:0.92:0.86:0.57,3.01E6,2.72E6,1.00:0.90,35493,Uncharacterized protein OS=Faecalibacterium sp. CAG:1138 GN=BN468_01131 PE=4 SV=1
2305,8223,tr|R5CY80|R5CY80_9BACT,0.20,31,9,1,Oxidation (M),5.34E6,4.64E6,2.8E6,9.25E5,4.11E6,5.93E6,1.15:1.00:0.60:0.20:0.88:1.28,4.26E6,3.66E6,1.00:0.86,31183,30S ribosomal protein S2 OS=Prevotella sp. CAG:255 GN=rpsB PE=3 SV=1
4222,13989,tr|R7GXQ1|R7GXQ1_9FIRM,0.20,12,5,1,Carbamidomethylation,0,0,1.85E6,0,1.15E6,9.47E5,0:0:1.00:0:0.62:0.51,6.15E5,6.98E5,1.00:1.13,53251,Asparagine--tRNA ligase OS=Ruminococcus sp. CAG:90 GN=asnS PE=3 SV=1
3066,10561,tr|R6YK41|R6YK41_9BACE,0.20,43,5,1,,1.87E5,1.02E6,1.99E6,1.59E6,8.3E5,4.19E5,0.18:1.00:1.94:1.56:0.81:0.41,1.07E6,9.47E5,1.00:0.89,16239,50S ribosomal protein L9 OS=Bacteroides sp. CAG:714 GN=rplI PE=3 SV=1
5527,15764,tr|E0NTQ7|E0NTQ7_9BACT,0.20,7,2,1,Carbamidomethylation,7.89E5,1.22E6,0,1.69E6,0,0,0.65:1.00:0:1.38:0:0,6.7E5,5.63E5,1.00:0.84,40138,Ribosome-binding ATPase YchF OS=Prevotella marshii DSM 16973 = JCM 13450 GN=ychF PE=3 SV=1
4928,17100,tr|K5BTI5|K5BTI5_9BACE,0.20,12,3,1,Carbamidomethylation; Oxidation (M),1.73E6,6.68E6,9.18E6,3.24E6,8.13E6,8.98E6,0.26:1.00:1.37:0.48:1.22:1.34,5.86E6,6.78E6,1.00:1.16,28452,Uncharacterized protein OS=Bacteroides finegoldii CL09T03C10 GN=HMPREF1057_02179 PE=4 SV=1
5920,18935,tr|A0A174B951|A0A174B951_RUMGN,0.20,6,2,1,Carbamidomethylation,1.51E6,0,0,0,6.24E5,1.17E6,1.00:0:0:0:0.41:0.78,5.02E5,6E5,1.00:1.19,55583,Monosaccharide-transporting ATPase OS=Ruminococcus gnavus GN=rbsA_2 PE=4 SV=1
4434,8162,tr|R5GJX8|R5GJX8_9BACT,0.20,17,9,4,,3.94E5,1.21E5,1.13E6,8.81E5,8.39E5,6.01E4,3.25:1.00:9.34:7.26:6.92:0.50,5.49E5,5.93E5,1.00:1.08,61501,TPR domain protein OS=Prevotella sp. CAG:755 GN=BN773_01934 PE=4 SV=1
175,820,tr|R5R1L2|R5R1L2_9FIRM,0.20,36,33,2,Carbamidomethylation; Oxidation (M),2.3E6,2.71E6,3.43E6,3.14E6,3.94E6,2.22E6,0.85:1.00:1.27:1.16:1.45:0.82,2.82E6,3.28E6,1.00:1.16,95854,Pyruvate OS=Ruminococcus torques CAG:61 GN=BN734_00778 PE=4 SV=1
4396,21728,tr|A0A069SBI8|A0A069SBI8_BACVU,0.20,13,2,1,,3.47E5,9.25E5,1.92E5,1.2E6,3.23E5,2.16E5,0.37:1.00:0.21:1.29:0.35:0.23,4.88E5,5.79E5,1.00:1.19,24852,ABC transporter family protein OS=Bacteroides vulgatus str. 3975 RP4 GN=M099_4217 PE=4 SV=1
6437,31090,tr|A0A0S8K2S7|A0A0S8K2S7_9BACE,0.20,13,1,1,,1.01E7,1.21E7,7.97E6,1.14E7,9.37E6,1.37E7,0.83:1.00:0.66:0.94:0.77:1.13,1.01E7,1.15E7,1.00:1.14,8155,ATP synthase subunit c OS=Bacteroides sp. SM23_62 GN=AMS26_05710 PE=4 SV=1
4583,22219,tr|R9HVP0|R9HVP0_9BACE,0.20,2,2,1,,7.04E6,0,1.01E7,5.45E6,6.87E6,6.52E6,1.00:0:1.43:0.77:0.98:0.93,5.7E6,6.28E6,1.00:1.10,113322,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides massiliensis dnLKV3 GN=C802_04542 PE=3 SV=1
515,122,tr|R6YPQ9|R6YPQ9_9BACE,0.20,39,27,7,Carbamidomethylation,3.2E6,1.33E6,6.87E5,2.38E6,1.18E6,1.98E6,2.41:1.00:0.52:1.79:0.89:1.49,1.79E6,1.85E6,1.00:1.03,98340,Alpha-glucan phosphorylase OS=Bacteroides sp. CAG:714 GN=BN762_01120 PE=3 SV=1
2224,3431,tr|R5SP00|R5SP00_9BACE,0.20,11,10,1,,3.61E6,4.32E6,3.84E6,4.48E6,4.33E6,4.74E6,0.84:1.00:0.89:1.04:1.00:1.10,3.92E6,4.52E6,1.00:1.15,119109,Uncharacterized protein OS=Bacteroides sp. CAG:661 GN=BN750_00380 PE=4 SV=1
4687,13612,tr|U2DPN6|U2DPN6_9BACE,0.19,4,4,2,,1.84E6,2.04E6,1.79E6,1.62E6,1.55E6,1.97E6,0.90:1.00:0.88:0.79:0.76:0.97,1.89E6,1.71E6,1.00:0.91,120065,TonB-dependent receptor plug domain protein OS=Bacteroides pyogenes F0041 GN=HMPREF1981_03055 PE=3 SV=1
5816,13265,tr|R6HXA0|R6HXA0_9FIRM,0.19,9,4,1,Carbamidomethylation,6.31E6,5.39E6,4.22E6,3.57E6,7.28E6,7.41E6,1.17:1.00:0.78:0.66:1.35:1.37,5.31E6,6.09E6,1.00:1.15,65224,4Fe-4S binding domain protein OS=Ruminococcus sp. CAG:177 GN=BN517_01676 PE=4 SV=1
3433,7196,tr|R6YE89|R6YE89_9BACE,0.19,30,8,1,Carbamidomethylation,2.69E5,5.94E5,1.97E5,4.65E5,4.45E5,3.47E5,0.45:1.00:0.33:0.78:0.75:0.58,3.53E5,4.19E5,1.00:1.19,46072,Enolase OS=Bacteroides sp. CAG:714 GN=eno PE=3 SV=1
204,360,tr|A8SBU1|A8SBU1_9FIRM,0.19,29,32,1,Carbamidomethylation,7.54E6,7.17E6,1.63E6,-,5.76E6,6.78E6,1.05:1.00:0.23:-:0.80:0.95,5.45E6,6.27E6,1.00:1.15,131105,Pyruvate-flavodoxin oxidoreductase OS=Faecalibacterium prausnitzii M21/2 GN=nifJ PE=3 SV=1
6022,19639,tr|R5CGG7|R5CGG7_9BACT,0.19,17,3,1,Carbamidomethylation,5.43E5,9.58E5,5.58E5,6.05E5,7.4E5,4.01E5,0.57:1.00:0.58:0.63:0.77:0.42,6.86E5,5.82E5,1.00:0.85,21944,50S ribosomal protein L25 OS=Prevotella sp. CAG:1058 GN=rplY PE=3 SV=1
1963,5056,tr|D4KF87|D4KF87_9FIRM,0.19,30,10,3,Oxidation (M),1.99E6,1.91E6,1.03E6,7.76E5,1.37E6,3.08E6,1.04:1.00:0.54:0.41:0.72:1.61,1.64E6,1.58E6,1.00:0.96,45468,Glutamate dehydrogenase OS=Megamonas hypermegale ART12/1 GN=MHY_24380 PE=3 SV=1
2410,12256,tr|R7J7V6|R7J7V6_9PORP,0.19,41,6,1,,1.27E6,2.14E6,6.38E5,2.11E6,1.26E6,1.35E6,0.59:1.00:0.30:0.98:0.59:0.63,1.35E6,1.57E6,1.00:1.16,18092,30S ribosomal protein S7 OS=Parabacteroides sp. CAG:409 GN=rpsG PE=3 SV=1
5885,20793,tr|R7IGY8|R7IGY8_9FIRM,0.19,14,4,2,,3.6E6,2.67E6,2.78E6,2.28E6,3.76E6,3.95E6,1.35:1.00:1.04:0.86:1.41:1.48,3.01E6,3.33E6,1.00:1.11,30066,50S ribosomal protein L2 OS=Faecalibacterium sp. CAG:74 GN=rplB PE=3 SV=1
6213,29261,tr|A0A174TIE1|A0A174TIE1_9FIRM,0.19,4,1,1,,1.2E6,8.64E5,1.27E6,7.74E5,1.19E6,8.87E5,1.39:1.00:1.47:0.90:1.38:1.03,1.11E6,9.5E5,1.00:0.85,45199,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase OS=Faecalibacterium prausnitzii GN=pfp PE=4 SV=1
5459,14626,tr|B5CNJ1|B5CNJ1_9FIRM,0.19,13,4,1,Carbamidomethylation,5.1E5,5.15E5,1.13E6,5.02E5,7.45E5,6.89E5,0.99:1.00:2.19:0.97:1.45:1.34,7.18E5,6.45E5,1.00:0.90,39177,ATP-dependent 6-phosphofructokinase OS=Ruminococcus lactaris ATCC 29176 GN=pfkA PE=3 SV=1
2388,11383,tr|R7MJB3|R7MJB3_9FIRM,0.19,28,8,1,Carbamidomethylation,6.21E5,-,1.33E6,9.17E5,1.83E6,6.67E5,1.00:-:2.14:1.48:2.95:1.07,9.76E5,1.14E6,1.00:1.17,36386,Glyceraldehyde-3-phosphate dehydrogenase OS=Ruminococcus sp. CAG:624 GN=BN739_00458 PE=3 SV=1
5545,13755,tr|E5VA13|E5VA13_9BACE,0.18,6,6,1,,4.62E5,6.98E5,5.33E5,6.56E5,6.69E5,6.57E5,0.66:1.00:0.76:0.94:0.96:0.94,5.64E5,6.61E5,1.00:1.17,116826,TonB-dependent Receptor Plug domain-containing protein OS=Bacteroides sp. 4_1_36 GN=HMPREF1007_01596 PE=3 SV=1
5093,19553,tr|A0A173V201|A0A173V201_9FIRM,0.18,10,3,1,Carbamidomethylation,8.76E5,9.49E5,2.02E6,1.01E6,1.65E6,1.8E6,0.92:1.00:2.12:1.06:1.74:1.90,1.28E6,1.49E6,1.00:1.16,42820,Acetate kinase OS=[Ruminococcus] torques GN=ackA_2 PE=3 SV=1
3935,5513,tr|R6E2A2|R6E2A2_9BACE,0.18,10,7,1,,1.15E6,1.32E6,1.78E6,1.86E6,2.24E6,8.18E5,0.87:1.00:1.35:1.41:1.70:0.62,1.42E6,1.64E6,1.00:1.16,99901,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:709 GN=BN760_01858 PE=4 SV=1
931,2309,tr|A0A150YCR5|A0A150YCR5_9FIRM,0.18,45,18,1,Carbamidomethylation,7.7E5,1.73E6,7.66E5,7.41E5,8.22E5,1.38E6,0.45:1.00:0.44:0.43:0.48:0.80,9.6E5,9.81E5,1.00:1.02,59490,Phosphoenolpyruvate carboxykinase [ATP] OS=Ruminococcus sp. DSM 100440 GN=pckA PE=3 SV=1
6488,29454,tr|R5SD48|R5SD48_9BACE,0.18,10,1,1,,0,0,1.74E6,0,1.49E6,0,0:0:1.00:0:0.86:0,5.8E5,4.96E5,1.00:0.86,18002,NADH dehydrogenase I subunit I OS=Bacteroides sp. CAG:661 GN=BN750_00641 PE=4 SV=1
4121,19757,tr|E6SW33|E6SW33_BACT6,0.18,2,1,1,,6.78E6,5.93E6,5.36E6,9.46E6,2.88E6,3.58E6,1.14:1.00:0.90:1.59:0.48:0.60,6.02E6,5.31E6,1.00:0.88,73973,RagB/SusD domain protein OS=Bacteroides helcogenes (strain ATCC 35417 / DSM 20613 / JCM 6297 / P 36-108) GN=Bache_0533 PE=4 SV=1
3848,14269,tr|W0U772|W0U772_9FIRM,0.18,19,7,1,Carbamidomethylation,1.06E6,9.73E5,7.4E5,7.55E5,8.75E5,7.59E5,1.09:1.00:0.76:0.78:0.90:0.78,9.24E5,7.97E5,1.00:0.86,42532,ABC transporter ATPase component OS=Ruminococcus bicirculans GN=RBI_I01963 PE=3 SV=1
5888,21822,tr|F0R4U5|F0R4U5_BACSH,0.18,19,2,2,,9.31E5,1.38E6,1.28E6,1.06E6,1.73E6,5.93E5,0.67:1.00:0.93:0.77:1.25:0.43,1.2E6,1.13E6,1.00:0.94,15095,Uncharacterized protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1071 PE=4 SV=1
1817,2217,tr|F0R626|F0R626_BACSH,0.18,22,18,1,Carbamidomethylation,-,3.36E5,3.51E5,5.87E5,5.22E5,9.97E4,-:1.00:1.04:1.75:1.55:0.30,3.43E5,4.03E5,1.00:1.17,125437,Protein translocase subunit SecA OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=secA PE=3 SV=1
1747,2793,tr|R7B3C7|R7B3C7_9BACE,0.18,43,17,1,Carbamidomethylation,3E6,-,2.91E6,4.58E6,3.37E6,2.2E6,1.00:-:0.97:1.53:1.13:0.73,2.95E6,3.38E6,1.00:1.15,59144,Phosphoenolpyruvate carboxykinase [ATP] OS=Bacteroides pectinophilus CAG:437 GN=pckA PE=3 SV=1
1444,2998,tr|G1UUG0|G1UUG0_9DELT,0.18,29,12,1,,4.11E5,4.25E5,4.41E5,0,5.43E5,9.47E5,0.97:1.00:1.04:0:1.28:2.23,4.26E5,4.97E5,1.00:1.17,54483,ATP synthase subunit alpha OS=Desulfovibrio sp. 6_1_46AFAA GN=atpA PE=3 SV=1
2403,10493,tr|A0A1B1S6F7|A0A1B1S6F7_9PORP,0.18,12,6,1,Carbamidomethylation; Oxidation (M),1.78E6,1.25E6,1.19E6,-,1.99E6,1.26E6,1.43:1.00:0.95:-:1.59:1.01,1.41E6,1.63E6,1.00:1.16,56380,Methylmalonyl-CoA carboxyltransferase OS=Parabacteroides sp. YL27 GN=A4V02_00525 PE=4 SV=1
2025,7886,tr|R7I721|R7I721_9FIRM,0.18,14,6,1,Carbamidomethylation,1.89E6,1.54E6,2.17E6,3.09E6,2.71E6,6.32E5,1.23:1.00:1.41:2.01:1.76:0.41,1.86E6,2.14E6,1.00:1.15,42192,Phosphoglycerate kinase OS=Faecalibacterium sp. CAG:74 GN=pgk PE=3 SV=1
1591,2249,tr|R6Y9J0|R6Y9J0_9BACE,0.18,30,15,10,Carbamidomethylation,5.2E6,6.19E6,3.14E6,5.03E6,5.58E6,4.53E6,0.84:1.00:0.51:0.81:0.90:0.73,4.84E6,5.05E6,1.00:1.04,74951,Amylo-alpha-16-glucosidase OS=Bacteroides sp. CAG:714 GN=BN762_00381 PE=4 SV=1
3321,18349,tr|U2KRX7|U2KRX7_9BACT,0.18,45,5,1,Carbamidomethylation,0,0,1.53E6,0,0,1.78E6,0:0:1.00:0:0:1.17,5.09E5,5.94E5,1.00:1.17,14158,30S ribosomal protein S12 OS=Prevotella disiens JCM 6334 = ATCC 29426 GN=rpsL PE=3 SV=1
3798,13593,tr|R6NS17|R6NS17_9FIRM,0.18,8,4,1,Carbamidomethylation,1.9E6,2.37E6,1.92E6,2.63E6,1.04E6,1.72E6,0.80:1.00:0.81:1.11:0.44:0.72,2.07E6,1.8E6,1.00:0.87,57113,GMP synthase [glutamine-hydrolyzing] OS=Ruminococcus sp. CAG:55 GN=guaA PE=3 SV=1
1797,6934,tr|L1MAH0|L1MAH0_9BACT,0.18,10,8,1,,3.09E6,4.17E6,5.43E6,4.92E6,-,2.5E6,0.74:1.00:1.30:1.18:-:0.60,4.23E6,3.71E6,1.00:0.88,101054,Alpha-glucan phosphorylase OS=Prevotella sp. oral taxon 473 str. F0040 GN=HMPREF9999_02142 PE=3 SV=1
3328,15482,tr|F0JJH0|F0JJH0_DESDE,0.17,5,6,1,Carbamidomethylation,7.9E6,7.63E6,1.68E7,1.91E7,8.12E6,9.01E6,1.04:1.00:2.20:2.50:1.06:1.18,1.08E7,1.21E7,1.00:1.12,128412,Pyruvate synthase OS=Desulfovibrio desulfuricans ND132 GN=DND132_2866 PE=4 SV=1
5384,18818,tr|R6WHW3|R6WHW3_9FIRM,0.17,5,3,1,,2.06E6,1.23E6,-,1.51E6,1.62E6,2.54E6,1.68:1.00:-:1.23:1.32:2.07,1.64E6,1.89E6,1.00:1.15,64917,Protein HymB OS=Phascolarctobacterium succinatutens CAG:287 GN=BN587_00086 PE=4 SV=1
3102,8379,tr|R6FL66|R6FL66_9BACE,0.17,26,8,1,Carbamidomethylation,1.86E5,1.6E5,5.64E4,3.22E5,0,1.89E4,1.16:1.00:0.35:2.01:0:0.12,1.34E5,1.14E5,1.00:0.85,37696,UDP-glucose 4-epimerase OS=Bacteroides sp. CAG:633 GN=BN744_01441 PE=4 SV=1
1770,6614,tr|R6EEX0|R6EEX0_9BACT,0.17,14,8,4,Oxidation (M),1.39E6,1.13E6,1.64E6,1.09E6,1.38E6,1.46E6,1.23:1.00:1.45:0.97:1.22:1.29,1.39E6,1.31E6,1.00:0.95,73251,Transketolase OS=Prevotella sp. CAG:1320 GN=BN487_01354 PE=3 SV=1
2101,1021,tr|R6YFY3|R6YFY3_9BACE,0.17,24,16,15,,3.51E6,4.26E6,2.82E6,4.2E6,3.27E6,3.56E6,0.82:1.00:0.66:0.99:0.77:0.84,3.53E6,3.73E6,1.00:1.06,113167,Putative outer membrane protein OS=Bacteroides sp. CAG:714 GN=BN762_00541 PE=3 SV=1
4109,11621,tr|A0A174F2C7|A0A174F2C7_9FIRM,0.17,10,5,2,,2.27E6,1.69E6,3.55E6,2.51E6,2.85E6,2.53E6,1.35:1.00:2.10:1.49:1.69:1.49,2.5E6,2.63E6,1.00:1.05,55551,Glycogen synthase OS=[Ruminococcus] torques GN=glgA1 PE=3 SV=1
5801,22904,tr|E6STD5|E6STD5_BACT6,0.17,11,2,1,,4.54E6,5.49E6,0,3.68E6,5.14E6,0,0.83:1.00:0:0.67:0.94:0,3.34E6,2.94E6,1.00:0.88,25652,Uridylate kinase OS=Bacteroides helcogenes (strain ATCC 35417 / DSM 20613 / JCM 6297 / P 36-108) GN=pyrH PE=3 SV=1
3840,9111,tr|E6SV78|E6SV78_BACT6,0.16,17,9,2,Carbamidomethylation,4.82E5,8.65E5,3.55E6,1.96E6,1.24E6,1.28E6,0.56:1.00:4.11:2.27:1.44:1.48,1.63E6,1.49E6,1.00:0.91,53200,ATP synthase F1 subcomplex epsilon subunit OS=Bacteroides helcogenes (strain ATCC 35417 / DSM 20613 / JCM 6297 / P 36-108) GN=Bache_1455 PE=3 SV=1
4061,21167,tr|A0A150YCV9|A0A150YCV9_9FIRM,0.16,7,2,2,,1.02E7,7.9E6,7E6,1.02E7,7.33E6,8.48E6,1.29:1.00:0.89:1.29:0.93:1.07,8.36E6,8.66E6,1.00:1.03,37505,Beta-aspartate methyltransferase OS=Ruminococcus sp. DSM 100440 GN=AXF09_01420 PE=4 SV=1
5301,21540,tr|U7T2M1|U7T2M1_FUSNU,0.16,27,2,1,,8.54E6,1.18E7,1.42E7,1.29E7,7.63E6,1.17E7,0.72:1.00:1.20:1.09:0.65:0.99,1.15E7,1.07E7,1.00:0.93,9396,Propanediol utilization protein PduA OS=Fusobacterium nucleatum CTI-5 GN=HMPREF1766_00499 PE=4 SV=1
5865,17244,tr|R5MZG4|R5MZG4_9BACE,0.16,11,4,1,Carbamidomethylation,1.62E5,0,5.33E5,0,3.57E5,2.42E5,1.00:0:3.30:0:2.20:1.50,2.32E5,2E5,1.00:0.86,44864,Riboflavin biosynthesis protein RibBA OS=Bacteroides sp. CAG:1076 GN=ribBA PE=3 SV=1
3432,19908,tr|C6JBR3|C6JBR3_9FIRM,0.16,6,3,1,,3.89E6,4.1E6,1.79E6,4.14E6,3.33E6,3.56E6,0.95:1.00:0.44:1.01:0.81:0.87,3.26E6,3.68E6,1.00:1.13,55404,ATP synthase subunit alpha OS=Ruminococcus sp. 5_1_39BFAA GN=atpA PE=3 SV=1
6098,21993,tr|E2ZM71|E2ZM71_9FIRM,0.16,8,2,2,Carbamidomethylation,1.61E5,8.56E5,1.76E6,1.54E5,1.2E6,1.19E6,0.19:1.00:2.06:0.18:1.40:1.39,9.27E5,8.47E5,1.00:0.91,38757,ATP-dependent 6-phosphofructokinase OS=Faecalibacterium cf. prausnitzii KLE1255 GN=pfkA PE=3 SV=1
